date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:46	30916/30916	---M--	200	added ('OK')	font/woff	etag:W/%2278c4-196a5586988%22	https://www.mrcooper.com/_next/static/media/Sentinel-Bold.c543a3aa.woff	./mrcooper_website/www.mrcooper.com/_next/static/media/Sentinel-Bold.c543a3aa.woff	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:46	165556/165556	---MCZ	200	added ('OK')	font/otf	etag:W/%22286b4-196a5586988%22	https://www.mrcooper.com/_next/static/media/Sentinel-Bold.8dda5611.otf	./mrcooper_website/www.mrcooper.com/_next/static/media/Sentinel-Bold.8dda5611.otf	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:48	205232/205232	---MCZ	200	added ('OK')	font/otf	etag:W/%22321b0-196a5586988%22	https://www.mrcooper.com/_next/static/media/Sentinel-BookItalic.cb8f2e3b.otf	./mrcooper_website/www.mrcooper.com/_next/static/media/Sentinel-BookItalic.cb8f2e3b.otf	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:48	31516/31516	---M--	200	added ('OK')	font/woff	etag:W/%227b1c-196a5586988%22	https://www.mrcooper.com/_next/static/media/Sentinel-BookItalic.892ad878.woff	./mrcooper_website/www.mrcooper.com/_next/static/media/Sentinel-BookItalic.892ad878.woff	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:49	349/349	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215d-1961433f6c0%22	https://www.mrcooper.com/_next/static/media/ic-right-arrow-copy.32a80ba2.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/ic-right-arrow-copy.32a80ba2.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:50	1050/1050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2241a-19614346038%22	https://www.mrcooper.com/_next/static/media/card_carousel_arrow.87c7f548.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/card_carousel_arrow.87c7f548.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:51	1211/1211	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224bb-1967c06b300%22	https://www.mrcooper.com/_next/static/media/ic_error_white.c397cd0d.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/ic_error_white.c397cd0d.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:52	1767/1767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226e7-19614346038%22	https://www.mrcooper.com/_next/static/media/ico_arrow_right.d8181c02.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/ico_arrow_right.d8181c02.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:53	938/938	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223aa-19614346038%22	https://www.mrcooper.com/_next/static/media/ic-money-circle-dark.ded64fd0.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/ic-money-circle-dark.ded64fd0.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:54	935/935	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a7-1961433f6c0%22	https://www.mrcooper.com/_next/static/media/ic-money-circle.fa5fa876.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/ic-money-circle.fa5fa876.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
15:28:55	28786/28786	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227072-19614346038%22	https://www.mrcooper.com/_next/static/media/icon-mask.3c2a8391.svg	./mrcooper_website/www.mrcooper.com/_next/static/media/icon-mask.3c2a8391.svg	(from https://www.mrcooper.com/_next/static/css/ebf3381894753392.css)
